Domain,URL,Emails,Phones,Industry,Area
"hotelshelterpalace.com","https://hotelshelterpalace.com/","booking@hotelshelterpalace.com; info@hotelshelterpalace.com; booking@hotelshelterpalace.comemail","080970 22426; 2024091901; 2025-05-16; 2023-03-11; 9999999999; 1753854198; 1745476658; 1745476663; 1745476422; 1753854199; +918097022426; +91-8097022426; 2025-09-20 - 2025-09-21; 2025-09-20; 2025-09-21; 0 0 512 512; 119 8 8 119 8 256; 111 248 248 248 248-111 248-248; 393 8 256 8; 33461738658; 3.121 1.446 58.545 35.412; 1.708 69.853 3.121 1.446; 1758360891; 73.0045574; 73.0071323; +919892831484; +91-9892831484; 504 119 393 8 256 8; 8 119 8 256; 0 123.78 90.69 226.38 209.25 245; 0-62.15 37-96.48 93.67-96.48 27.14 0 55.52 4.84 55.52 4.84; 30.8 0-40.41 19.12-40.41 38.73; 413.31 482.38 504 379.78 504 256; 0 0 448 512; 63.6 0-114.9 51.3-114.9 114.9; 51.3 114.9 114.9 114.9; 339 319.5 339 255.9 287.7 141 224.1 141; 41.1 0-74.7-33.5-74.7-74.7; 33.5-74.7 74.7-74.7 74.7 33.5 74.7 74.7-33.6 74.7-74.7 74.7; 146.4-194.3; 0 14.9-12 26.8-26.8 26.8-14.9 0-26.8-12-26.8-26.8; 12-26.8 26.8-26.8 26.8 12 26.8 26.8; 1.7-35.9-9.9-67.7-36.2-93.9-26.2-26.2-58-34.4-93.9-36.2-37-2.1-147.9-2.1-184.9 0-35.8 1.7-67.6 9.9-93.9 36.1; 34.4 58-36.2 93.9; 2.1 37-2.1 147.9 0 184.9 1.7 35.9 9.9 67.7 36.2 93.9; 58 34.4 93.9 36.2; 37 2.1 147.9 2.1 184.9 0 35.9-1.7 67.7-9.9 93.9-36.2 26.2-26.2 34.4-58 36.2-93.9 2.1-37 2.1-147.8 0-184.8; 7.8 19.6-22.9 34.7-42.6 42.6-29.5 11.7-99.5 9-132.1 9; 102.7 2.6-132.1-9; 19.6-7.8-34.7-22.9-42.6-42.6-11.7-29.5-9-99.5-9-132.1; 2.6-102.7 9-132.1; 7.8-19.6 22.9-34.7 42.6-42.6 29.5-11.7 99.5-9 132.1-9; 102.7-2.6 132.1 9; 19.6 7.8 34.7 22.9 42.6 42.6 11.7 29.5 9 99.5 9 132.1; 2.7 102.7-9 132.1; 918097022426; 380.9 97.1; 339 55.1 283.2 32 223.9 32; 122.4 0-222 99.6-222 222 0 39.1 10.2 77.3 29.6 111; 117.7-30.9; 32.4 17.7 68.9 27 106.1 27; 122.3 0 224.1-99.6 224.1-222 0-59.3-25.2-115-67.1-157; 33.2 0-65.7-8.9-94-25.7; 6.7-4-69.8 18.3; 18.5-29.4-28.2-63.3-28.2-98.2 0-101.7 82.8-184.5 184.6-184.5 49.3 0 95.6 19.2 130.4 54.1 34.8 34.9 56.2 81.2 56.1 130.5 0 101.8-84.9 184.6-186.6 184.6; 101.2-138.2; 5.5-2.8-32.8-16.2-37.9-18-5.1-1.9-8.8-2.8-12.5 2.8-3.7 5.6-14.3 18-17.6 21.8-3.2 3.7-6.5 4.2-12 1.4-32.6-16.3-54-29.1-75.5-66-5.7-9.8 5.7-9.1 16.3-30.3 1.8-3.7.9-6.9-.5-9.7-1.4-2.8-12.5-30.1-17.1-41.2-4.5-10.8-9.1-9.3-12.5-9.5-3.2-.2-6.9-.2-10.6-.2-3.7 0-9.7 1.4-14.8 6.9-5.1 5.6-19.4 19-19.4 46.3 0 27.3 19.9 53.7 22.6 57.4 2.8 3.7 39.1 59.7 94.8 83.8 35.2 15.2 49 16.5 66.6 13.9 10.7-1.6 32.8-13.4 37.4-26.4 4.6-13 4.6-24.1 3.2-26.4-1.3-2.5-5-3.9-10.5-6.6; 2025-09-20 09; 2025-05-24; 2023-03-18; 1753875751; 3770.635753404128; 73.00455737520545; 19.079745982125612; 1745494439851; 1758391390; 2025-09-20 18","hotels","vashi"
"","","","096194 82083","hotels","vashi"
"devisresidency.in","http://www.devisresidency.in/","","077387 50999","hotels","vashi"
"","","","070214 82491","hotels","vashi"
"oyorooms.com","https://www.oyorooms.com/210333/?utm_source=Google&utm_medium=GMB","john@email.com","0124 433 0561; 52365165-1; 116027434827284400729; +91 9313 9313 93; 1576475359296300; 44.584 19.15; 5.034 0 9.13-4.123 9.13-9.19 0-5.07-4.096-9.19-9.13-9.19-5.035 0-9.13 4.12-9.13 9.19 0 5.067 4.095 9.19 9.13 9.19; 1.794 0 3.255 1.47 3.255 3.276 0 1.806-1.462 3.274-3.256 3.274-1.795 0-3.254-1.468-3.254-3.275 0-1.808 1.46-3.277 3.254-3.277; 10.138 19.15; 5.034 0 9.13-4.123 9.13-9.19 0-5.07-4.096-9.19-9.13-9.19-5.033 0-9.13 4.12-9.13 9.19 0 5.067 4.097 9.19 9.13 9.19; 1.795 0 3.255 1.47 3.255 3.276 0 1.806-1.46 3.274-3.255 3.274-1.794 0-3.253-1.468-3.253-3.275 0-1.808 1.46-3.277 3.253-3.277; 17.218-.207; 6.13 12.22; 14.3888 29; 6.44207 29 0 22.5081 0 14.5; 0 6.49187 6.44207 0 14.3888 0; 22.3355 0 28.7775 6.49187 28.7775 14.5; 28.7775 22.5081 22.3355 29 14.3888 29; 14.3888 20.0769; 17.4452 20.0769 19.9229 17.5801 19.9229 14.5; 19.9229 11.42 17.4452 8.92308 14.3888 8.92308; 11.3323 8.92308 8.85463 11.42 8.85463 14.5; 8.85463 17.5801 11.3323 20.0769 14.3888 20.0769; 66.3888 29; 58.4421 29 52 22.5081 52 14.5; 52 6.49187 58.4421 0 66.3888 0; 74.3355 0 80.7775 6.49187 80.7775 14.5; 80.7775 22.5081 74.3355 29 66.3888 29; 66.3888 20.0769; 69.4452 20.0769 71.9229 17.5801 71.9229 14.5; 71.9229 11.42 69.4452 8.92308 66.3888 8.92308; 63.3323 8.92308 60.8546 11.42 60.8546 14.5; 60.8546 17.5801 63.3323 20.0769 66.3888 20.0769; 40.6272 8.67084; 45.1222 18.5587; 1.95603 5.4489; 1.84279 5.19704 1.54682 5.08467 1.29497 5.1979; 1.04311 5.31114 0.930736 5.60711 1.04397 5.85896; 8.0625 20.2501; 7.60647 20.4551; 7.68914 20.639 7.87413 20.7552 8.07565 20.7499; 8.27717 20.7446 8.45579 20.6188 8.52868 20.4309; 12.4662 10.277; 12.566 10.0196 12.4382 9.7299 12.1808 9.63006; 11.9233 9.53022 11.6337 9.658 11.5338 9.91546; 1.04397 5.85896; 8.51853 20.0451; 8.52868 20.4309; 11.5338 9.91546; 7.59632 20.0693; 22.044 5.4489; 22.1572 5.19704 22.4532 5.08467 22.705 5.1979; 22.9569 5.31114 23.0693 5.60711 22.956 5.85896; 15.9375 20.2501; 16.3935 20.4551; 16.3094 20.6421 16.1197 20.7589 15.9149 20.7496; 15.71 20.7403 15.5316 20.6069 15.4648 20.413; 12.8398 12.7976; 12.7498 12.5366 12.8885 12.252 13.1496 12.162; 13.4106 12.072 13.6952 12.2107 13.7852 12.4718; 22.956 5.85896; 15.4815 20.0451; 15.4648 20.413; 13.7852 12.4718; 16.4102 20.0871; 8.0625 13.9038; 15.9375 13.7055; 19.875 5.01923; 4.125 5.01923; 6.75 11.3654; 1.9 0-3.55.237-3.82 1.818; 1.41 1.818 0 3.345 0 5.192; 0 1.846 1.41 3.38 3.182 3.38; 1.772 0 3.182-1.534 3.182-3.38; 0-1.847-1.41-3.374-3.182-3.374; 13.494.237 11.844 0 9.944 0; 1.385 0 2.47-.093 2.727.907; 7.53.818 8.615.911 10 .911; 3.182 2.727; 1.25 0 2.273 1.004 2.273 2.306; 1.926 1.136-4.512 1.925-7.415 2.153-.23-.694-.919-1.203-1.733-1.203-.814 0-1.503.509-1.733 1.203-2.846-.224-5.387-.986-7.3-2.086; 0-1.302 1.022-2.306 2.272-2.306; 19.09 7.19; 0 1.398-1.023 2.485-2.273 2.485; 1.25 0-2.273-1.087-2.273-2.485; 1.996 1.125 4.442 1.734 7.205 1.962; 1.83 1.83 0 0 0 1.756 1.363 1.83 1.83 0 0 0 1.745-1.322; 012-.04.077-.288.086-.328 2.815-.232 5.304-.887 7.317-2.046; 558 0 1 .442 1 1; 442 1-1 1-1-.442-1-1 .442-1 1-1; 21.9994 16.92; 22.0006 20.1985 21.9435 20.4742 21.832 20.7294; 21.7204 20.9845 21.5567 21.2136 21.3515 21.4019; 21.1463 21.5901 20.904 21.7335 20.6402 21.8227; 20.3764 21.9119 20.0968 21.9451 19.8194 21.92; 16.7423 21.5856 13.7864 20.5342 11.1894 18.85; 8.77327 17.3147 6.72478 15.2662 5.18945 12.85; 3.49942 10.2412 2.44769 7.271 2.11944 4.18001; 2.09446 3.90347 2.12732 3.62477 2.21595 3.36163; 2.30457 3.09849 2.44702 2.85669 2.63421 2.65163; 2.82141 2.44656 3.04925 2.28271 3.30324 2.17053; 3.55722 2.05834 3.83179 2.00027 4.10945 2.00001; 7.59475 1.99523 8.06524 2.16708 8.43321 2.48354; 8.80118 2.79999 9.04152 3.23945 9.10944 3.72001; 9.23607 4.68007 9.47089 5.62273 9.80945 6.53001; 9.94399 6.88793 9.97311 7.27692 9.89335 7.65089; 9.8136 8.02485 9.62831 8.36812 9.35944 8.64001; 8.08945 9.91001; 9.513 12.4136 11.5859 14.4865 14.0894 15.91; 15.3594 14.64; 15.6313 14.3711 15.9746 14.1859 16.3486 14.1061; 16.7225 14.0263 17.1115 14.0555 17.4694 14.19; 18.3767 14.5286 19.3194 14.7634 20.2794 14.89; 20.7652 14.9585 21.2088 15.2032 21.526 15.5775; 21.8431 15.9518 22.0116 16.4296 21.9994 16.92; 0124-6201611; 43.4629 24.9706; 43.4096 24.863 43.3168 24.6099 43.2009 24.2937; 42.8146 23.2387 42.0751 23.3548 42.0751 23.3548; 42.0751 23.3548 42.2252 23.6018 41.9748 24.2423; 41.8994 24.6801 39.3527 27.9335 38.892 27.0953; 38.853 27.0244 38.8429 26.9417 38.8523 26.8617; 38.9963 25.6378 39.0445 24.3851 38.9986 23.1215; 38.7933 17.2803 36.6132 11.1832 32.8602 6.39269; 32.8494 6.37917 32.8396 6.36662 32.8288 6.35406; 32.77 6.27932 32.7109 6.20487 32.6514 6.13071; 32.6513 6.13062 32.6512 6.13052 32.6512 6.13042; 32.4909 5.93092 32.328 5.73403 32.1624 5.53955; 31.7332 5.03548 31.5152 5.46239 31.0476 4.99145; 30.8953 4.83791 30.6281 4.92965 30.6035 5.14305; 30.0612 9.93939 28.9194 11.7818 27.6855 13.2709; 26.1221 14.9161 23.7463 16.8486 22.7687 19.4345; 22.286 20.4933 21.4636 21.5142 21.2125 22.5555; 21.1719 22.7698 20.8805 22.7903 20.7653 22.6628; 19.8005 21.7182 19.081 19.8628 18.7935 18.214; 18.6962 17.6564 18.3402 18.0929 18.3489 17.6258; 18.3469 17.4752 18.1622 17.4008 18.0532 17.508; 13.0378 22.4086 11.4735 29.2221 12.3842 36.3727; 12.5326 37.5604 12.5794 38.7522 12.8859 39.8733; 13.9009 43.7544 16.6448 46.7636 19.809 48.9462; 22.6607 50.9131 25.7867 52.2687 29.4689 51.939; 29.4677 51.9389 29.4664 51.9387 29.4653 51.9386; 37.5725 51.3468 43.6767 45.476 44.8186 37.5577; 45.6277 32.5656 44.5259 27.9552 43.4629 24.9706; 29.0957 51.9683; 21.4669 52.4607 14.3078 47.1507 12.4097 39.891; 12.1032 38.7699 11.8291 37.5145 11.6807 36.3268; 10.77 29.1762 13.3479 21.4385 18.3634 16.5379; 18.4724 16.4307 18.6571 16.5051 18.6591 16.6557; 18.6502 17.1231 18.6984 17.6561 18.7956 18.2143; 14.798 23.0975 12.8331 29.9458 13.6456 36.3268; 13.794 37.5145 14.0681 38.7699 14.3746 39.891; 16.1086 46.523 22.2342 51.5289 29.0957 51.9683; 39.0776 27.2468; 39.0863 27.2478 39.095 27.2488 39.1037 27.2488; 22.7706 18.3677; 22.6193 18.6554 22.4798 18.9432 22.3501 19.2281; 22.3491 19.2261; 22.4788 18.9413 22.6183 18.6545 22.7706 18.3677; 37.864 33.6528; 37.6473 33.1121 37.588 32.9516 37.4543 32.683; 37.4066 32.5873 37.2629 32.6058 37.2417 32.7101; 37.17 33.0617 37.1532 33.3054 36.9694 33.776; 36.6815 34.5302 36.0767 35.1959 35.4905 35.7411; 35.4126 35.8148 35.3007 35.7944 35.2427 35.725; 35.2162 35.6789 35.201 35.6343 35.2054 35.5987; 35.7579 31.0758 34.2929 25.9628 31.2888 22.1281; 31.2818 22.1193 31.2752 22.1115 31.2684 22.1033; 31.2554 22.0868 31.2424 22.0704 31.2295 22.054; 30.8299 21.5494 30.507 21.2828 30.0547 20.8276; 29.9545 20.7268 29.78 20.7867 29.7639 20.9269; 29.4088 24.0681 28.8392 25.7268 28.0311 26.7018; 27.2443 27.652 26.4367 27.9167 25.5345 29.2725; 24.71 30.5125 24.2672 31.6237 24.0173 32.642; 23.9849 32.7739 23.4572 32.8871 23.3671 32.7843; 23.11 32.4921 22.8048 32.0715 22.545 31.4954; 22.3716 31.1108 22.2508 30.7294 22.1671 30.3712; 22.0256 29.765 21.8239 29.6596 21.8201 29.284; 21.819 29.1851 21.6976 29.1368 21.6263 29.2069; 18.1285 32.6246 17.0942 37.564 18.0476 42.4875; 19.3755 49.3449 24.7136 52.0103 28.5828 51.9508; 28.752 51.9482 28.9678 51.9818 29.1939 51.9645; 31.5827 51.7825 36.858 50.5796 38.7932 44.0252; 39.9009 40.2736 39.0702 36.6616 38.2722 34.4032; 38.1702 34.1139 37.864 33.6528 37.864 33.6528; 24.3565 30.6353; 24.0156 31.5043; 24.1129 31.2224 24.2259 30.9307 24.3565 30.6353; 29.2592 51.9587; 29.0107 51.9857 28.7721 51.9799 28.5953 51.9925; 24.7254 52.0321 18.8857 49.4963 17.5584 42.6393; 16.6044 37.7155 18.2923 32.1901 21.7898 28.7727; 21.8615 28.7022 21.9824 28.7505 21.9834 28.8499; 21.9873 29.2256 22.0227 29.7644 22.1641 30.3708; 19.6294 33.7679 18.5104 38.4243 19.3268 42.6393; 20.5313 48.858 25.4679 51.5464 29.2592 51.9587; 26.2689 47.0235; 26.1713 47.0235 26.0721 47.0043 25.9768 46.9639; 25.6033 46.8051 25.4314 46.3788 25.5929 46.0117; 29.7857 36.4818; 29.9472 36.1148 30.3809 35.9459 30.7544 36.1045; 31.1279 36.2633 31.2998 36.6896 31.1382 37.0567; 26.9455 46.5866; 26.8252 46.86 26.5538 47.0235 26.2689 47.0235; 24.6086 41.1112; 24.6 41.1112 24.5915 41.1112 24.5828 41.1111; 23.1807 41.0963 22.0536 39.8339 22.0705 38.2971; 22.0873 36.7695 23.2283 35.5369 24.6191 35.5369; 24.6274 35.5369 24.6357 35.5369 24.644 35.537; 25.3444 35.5444 25.9929 35.8552 26.4702 36.4124; 26.9206 36.9382 27.1643 37.6267 27.1564 38.351; 27.1484 39.0754 26.8897 39.7585 26.4278 40.2746; 25.9444 40.8148 25.2992 41.1112 24.6086 41.1112; 24.619 36.9853; 24.0335 36.9853 23.5521 37.5784 23.5441 38.3128; 23.536 39.0509 24.0091 39.6566 24.5987 39.6628; 24.864 39.6693 25.1198 39.5431 25.3212 39.318; 25.5502 39.0621 25.6786 38.7131 25.6828 38.3354; 25.6869 37.9576 25.5662 37.606 25.343 37.3454; 25.1465 37.1161 24.8927 36.9882 24.6282 36.9854; 24.6251 36.9853 24.622 36.9853 24.619 36.9853; 31.9789 47.7355; 31.9705 47.7355 31.9624 47.7355 31.9539 47.7354; 30.5519 47.7205 29.4248 46.4581 29.4416 44.9214; 29.4585 43.3937 30.5994 42.1611 31.9902 42.1611; 31.9985 42.1611 32.0069 42.1611 32.0152 42.1612; 33.4173 42.1761 34.5444 43.4385 34.5276 44.9752; 34.5107 46.5028 33.3696 47.7355 31.9789 47.7355; 31.9901 43.6096; 31.4045 43.6096 30.9233 44.2027 30.9153 44.9371; 30.9071 45.6752 31.3802 46.2808 31.9698 46.287; 32.556 46.2959 33.0458 45.6978 33.0539 44.9596; 33.062 44.2214 32.589 43.6159 31.9993 43.6096; 31.9963 43.6096 31.9931 43.6096 31.9901 43.6096; 33.7907 44.9675; 22.9706 8.18038; 22.6319 9.9446 21.4674 10.8489 20.9599 11.2499; 20.8657 11.3243 20.7271 11.298 20.6669 11.195; 20.3422 10.6398 19.5719 9.4134 19.9103 7.65024; 19.987 7.25085 19.9486 6.80183 20.115 6.457; 20.6836 5.27833 21.6379 4.44412 22.0306 4.13386; 22.1248 4.0594 22.2633 4.08577 22.3235 4.1887; 22.5793 4.62595 23.1748 5.77506 23.251 7.10484; 23.2715 7.46348 23.0424 7.8058 22.9706 8.18038; 23.1824 8.20935; 22.8445 9.97358 21.3983 11.2502 20.8904 11.6509; 20.796 11.7253 20.6575 11.6992 20.5976 11.5968; 20.2734 11.0416 19.4 9.33819 19.7389 7.57493; 19.8224 7.13942 19.9737 6.73385 20.1624 6.36401; 20.238 7.69274 20.8334 8.84185 21.0888 9.27928; 21.1487 9.38164 21.2873 9.40771 21.3816 9.33336; 21.7638 9.03208 22.6784 8.23349 23.2502 7.10466; 23.2718 7.46388 23.2541 7.83565 23.1824 8.20935; 44.7532 13.7725; 45.1065 15.3704 44.2831 16.6178 43.9672 17.1255; 43.9091 17.219 43.783 17.2458 43.6908 17.1844; 43.189 16.8504 41.9794 16.0939 41.6262 14.4956; 41.5673 14.2295 41.3847 13.9451 41.3857 13.684; 41.3912 12.3776 42.0438 11.1977 42.307 10.7745; 42.3652 10.6811 42.4912 10.6542 42.5835 10.7156; 42.9658 10.9703 43.9125 11.6693 44.4975 12.6952; 44.68 13.0153 44.6692 13.3925 44.7532 13.7725; 44.0723 17.4506; 44.0143 17.5433 43.8876 17.5704 43.7962 17.5095; 43.2942 17.1754 41.8215 16.0755 41.4678 14.4774; 41.3951 14.1491 41.3745 13.8198 41.3912 13.5011; 41.9758 14.5276 42.9219 15.2267 43.305 15.4817; 43.3964 15.5425 43.5231 15.5155 43.5811 15.4228; 43.8316 15.0201 44.4368 13.9289 44.4967 12.6958; 44.6795 13.0154 44.8268 13.3669 44.9113 13.7474; 45.264 15.3455 44.3877 16.9427 44.0723 17.4506; 31.229 22.0537; 30.7987 24.3529 30.0451 25.6932 29.3613 26.5188; 28.5744 27.469 27.8464 27.7771 26.9435 29.1328; 26.5113 29.7827 26.1193 30.7648 25.8363 31.5547; 25.5602 32.3233 24.8205 32.837 23.9903 32.8399; 23.4941 32.8419; 23.8301 32.6928 23.793 31.9032 24.0169 31.5045; 24.3096 30.7075 24.6911 29.837 25.1751 29.1328; 26.078 27.7771 26.806 27.469 27.5929 26.5188; 28.4005 25.5435 29.3044 23.8517 29.66 20.7105; 29.6757 20.5705 29.8506 20.5106 29.9508 20.611; 30.3458 21.0098 30.723 21.4289 31.0777 21.8654; 31.1288 21.9282 31.1789 21.9909 31.229 22.0537; 38.2702 34.4033; 38.2589 34.4241 38.2465 34.4456 38.2334 34.4676; 37.7391 35.295 36.82 35.7871 35.8438 35.7871; 35.3897 35.7861; 35.425 35.7832 35.4604 35.7697 35.4899 35.7407; 36.0764 35.1961 36.5539 34.4207 36.8417 33.6665; 36.993 33.2784 37.0972 32.9104 37.1699 32.5956; 37.1699 32.5947 37.1699 32.5947 37.1699 32.5937; 37.1846 32.528 37.1984 32.4633 37.2111 32.4035; 37.2327 32.2992 37.3762 32.2799 37.4233 32.3755; 37.5579 32.6449 37.7544 33.064 37.9715 33.6038; 38.0688 33.8471 38.17 34.1146 38.2702 34.4033; 39.1042 27.249; 39.0781 27.2471; 39.0868 27.248 39.0955 27.249 39.1042 27.249; 30.3746 4.22801; 29.8323 9.02436 28.452 11.6074 27.218 13.0965; 25.6549 14.7419 23.3265 16.6423 22.349 19.2283; 22.348 19.2264; 22.1215 19.7241 21.9144 20.2597 21.7304 20.7958; 21.729 20.7936; 21.7008 20.8771 21.6746 20.9607 21.6455 21.0437; 21.6457 21.0441 21.6459 21.0446 21.6461 21.045; 21.4755 21.5649 21.3283 22.0802 21.2133 22.5559; 21.1916 22.6737 21.0924 22.7336 20.9893 22.7413; 22.5464 22.7423 23.3123 22.1846 23.5608 21.3684; 23.7875 20.6245 24.0731 19.7525 24.3129 19.2264; 24.3139 19.2283; 25.2914 16.6423 27.6198 14.7419 29.1829 13.0965; 30.299 11.7494 31.5359 9.50718 32.1627 5.54032; 31.7343 5.03626 31.2863 4.54764 30.8187 4.07641; 30.6664 3.92287 30.3992 4.01461 30.3746 4.22801; 41.9047 22.0827; 41.7789 22.7036 41.5913 23.3709 41.3407 24.0111; 41.329 24.079 41.273 24.2205 41.1858 24.4065; 41.1763 24.4267 41.1666 24.4472 41.1564 24.4683; 41.1527 24.476 41.1488 24.484 41.145 24.4918; 41.1068 24.5705 41.0639 24.6557 41.017 24.7457; 41.0085 24.7622 40.9999 24.7786 40.9911 24.7953; 40.4845 25.7586 39.561 27.2188 39.088 27.2247; 39.0742 27.2489; 39.1724 27.2476; 40.3886 27.2323 41.5301 26.6649 42.261 25.7093; 42.6662 25.1795 43.0517 24.633 43.2015 24.294; 42.8154 23.2395 42.1748 21.4821 41.9047 22.0827; 1758285584790; 3-9551-4671; 40412332-2; 2-4552-9853; 84452553-83; 976-401408; 51.5073509; 9313 9313 93; 0124-4208080; 01246201512","hotels","vashi"
"modernguesthouse.bookmystay.io","https://modernguesthouse.bookmystay.io/?utm_source=gmb&utm_campaign=website_buttton","","022 2783 7696; 7690605659695407; 11024745253; 17066873184","hotels","vashi"
"blisstays.com","https://www.blisstays.com/","info@blisstays.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; example@mysite.com; info@mysite.com","3-4314-4063; 96-3493-448; 62-6423-4898; 2545352419; 2440681124; 8484978088; 3165009077; 2797851106; 1787510382; 3183869862; 1658268823; 0 0 0 1000; 1757911787490; 84849 78088; 2025-07-12; 8134049110799; 0.02 -0.005 54.82 38.305; 4.4-.9 8.5-3.1 11.6-6.5 2.8-3.3 4.5-7.4 4.7-11.7-2.6 3.1-5.5 4.6-8.7 4.6-1.9 0-3.7-.5-5.3-1.5-1.4-.8-2.6-2.1-3.3-3.7; 3 16.4 0 14.5 0 12.7-.2 9.3 1.1 6 3.4 3.5 5.7 1.2 8.8-.1 12 0; 3.2-.1 6.3 1.3 8.3 3.7 2.1 2.5 3.2 6.1 3.2 10.8 0 2-.2 4-.6 5.9-.4 2-1.2 4-2.2 5.8-1.1 2.1-2.6 3.9-4.3 5.6-1.8 1.7-3.8 3.2-6 4.3-2.1 1.1-4.3 1.8-6.6 2.2; 4.4-.9 8.5-3.1 11.6-6.5 2.8-3.3 4.5-7.4 4.7-11.7-2.6 3.1-5.5 4.6-8.7 4.6-1.9 0-3.7-.5-5.3-1.5-1.5-.9-2.6-2.2-3.3-3.8-.8-1.7-1.1-3.6-1.1-5.4-.2-3.4 1.1-6.7 3.4-9.2; 37 1.2 40.1-.1 43.3 0; 7-9747-2405; 5226841326; 235339874647; 18.9102069; 73.3282612; 4738-8688-4; 700-8487-6366; 33-6302-464; 211069460329; 3.9900000095367; 3.3099999427795; 4229-6909-4; 55295452319; 7.9899997711182; 5.5900001525879; 11.989999771118; 9.9499998092651; 3585934-16; 36-9409-09009788; 35974996-2; 9392-5604-1148; 635-8505-3391-97919052; 37-4156-9447; 1.1479.743; 1757911786.92511388816412533089; 3491607651; 3015139905; 1843264978; 1548151694; 3751925125; 1758084568196; 123-456-7890; 1758084567.28019223384613991785","hotels","vashi"
"","","","093245 15622","hotels","vashi"
"","","","098202 19456","hotels","vashi"
"facebook.com","https://www.facebook.com/profile.php?id=100093551629520&mibextid=ZbWKwL","","088305 83714","hotels","vashi"
"","","","088052 39719","hotels","vashi"
"","","","098704 70244","hotels","vashi"
